campaign_group_member_criteria_diplomatic_attitudes_tables	0
hostile	diplomacy_Faction_KroqGar_&_OtherFactionLizardmen_&_Negative
friendly	diplomacy_Faction_KroqGar_&_OtherFactionLizardmen_&_Positive
hostile	diplomacy_Faction_KroqGar_&_OtherFactionSkaven_&_Negative
friendly	diplomacy_Faction_KroqGar_&_OtherFactionSkaven_&_Positive
hostile	diplomacy_Faction_KroqGar_&_OtherFactionTombKings_&_Negative
friendly	diplomacy_Faction_KroqGar_&_OtherFactionTombKings_&_Positive
hostile	diplomacy_Faction_KroqGar_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_KroqGar_&_OtherFactionVamp_&_Positive
hostile	diplomacy_Faction_KroqGar_&_OtherFactionWoodElves_&_Negative
friendly	diplomacy_Faction_KroqGar_&_OtherFactionWoodElves_&_Positive
friendly	diplomacy_Faction_KroqGar_&_Positive
hostile	diplomacy_Faction_LordofChange_&_Negative
hostile	diplomacy_Faction_LordofChange_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_LordofChange_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_LordofChange_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_LordofChange_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_LordofChange_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_LordofChange_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_LordofChange_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_LordofChange_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_LordofChange_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_LordofChange_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_LordofChange_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_LordofChange_&_OtherFactionVamp_&_Positive
friendly	diplomacy_Faction_LordofChange_&_Positive
hostile	diplomacy_Faction_LouenLeoncoeur_&_Negative
hostile	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionVamp_&_Positive
friendly	diplomacy_Faction_LouenLeoncoeur_&_Positive
hostile	diplomacy_Faction_Malekith_&_Negative
hostile	diplomacy_Faction_Malekith_&_OtherFactionBeastmen_&_Negative
friendly	diplomacy_Faction_Malekith_&_OtherFactionBeastmen_&_Positive
hostile	diplomacy_Faction_Malekith_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_Malekith_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_Malekith_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_Malekith_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_Malekith_&_OtherFactionDarkElves_&_Negative
friendly	diplomacy_Faction_Malekith_&_OtherFactionDarkElves_&_Positive
hostile	diplomacy_Faction_Malekith_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_Malekith_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_Malekith_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_Malekith_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_Malekith_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_Malekith_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_Malekith_&_OtherFactionHighElves_&_Negative
friendly	diplomacy_Faction_Malekith_&_OtherFactionHighElves_&_Positive
hostile	diplomacy_Faction_Malekith_&_OtherFactionLizardmen_&_Negative
friendly	diplomacy_Faction_Malekith_&_OtherFactionLizardmen_&_Positive
hostile	diplomacy_Faction_Malekith_&_OtherFactionSkaven_&_Negative
friendly	diplomacy_Faction_Malekith_&_OtherFactionSkaven_&_Positive
hostile	diplomacy_Faction_Malekith_&_OtherFactionTombKings_&_Negative
friendly	diplomacy_Faction_Malekith_&_OtherFactionTombKings_&_Positive
hostile	diplomacy_Faction_Malekith_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_Malekith_&_OtherFactionVamp_&_Positive
hostile	diplomacy_Faction_Malekith_&_OtherFactionWoodElves_&_Negative
friendly	diplomacy_Faction_Malekith_&_OtherFactionWoodElves_&_Positive
friendly	diplomacy_Faction_Malekith_&_Positive
hostile	diplomacy_Faction_Mannfred_&_Negative
hostile	diplomacy_Faction_Mannfred_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_Mannfred_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_Mannfred_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_Mannfred_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_Mannfred_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_Mannfred_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_Mannfred_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_Mannfred_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_Mannfred_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_Mannfred_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_Mannfred_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_Mannfred_&_OtherFactionVamp_&_Positive
friendly	diplomacy_Faction_Mannfred_&_Positive
hostile	diplomacy_Faction_Mazdamundi_&_Negative
hostile	diplomacy_Faction_Mazdamundi_&_OtherFactionBeastmen_&_Negative
friendly	diplomacy_Faction_Mazdamundi_&_OtherFactionBeastmen_&_Positive
hostile	diplomacy_Faction_Mazdamundi_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_Mazdamundi_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_Mazdamundi_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_Mazdamundi_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_Mazdamundi_&_OtherFactionDarkElves_&_Negative
friendly	diplomacy_Faction_Mazdamundi_&_OtherFactionDarkElves_&_Positive
hostile	diplomacy_Faction_Mazdamundi_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_Mazdamundi_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_Mazdamundi_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_Mazdamundi_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_Mazdamundi_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_Mazdamundi_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_Mazdamundi_&_OtherFactionHighElves_&_Negative
friendly	diplomacy_Faction_Mazdamundi_&_OtherFactionHighElves_&_Positive
hostile	diplomacy_Faction_Mazdamundi_&_OtherFactionLizardmen_&_Negative
friendly	diplomacy_Faction_Mazdamundi_&_OtherFactionLizardmen_&_Positive
hostile	diplomacy_Faction_Mazdamundi_&_OtherFactionSkaven_&_Negative
friendly	diplomacy_Faction_Mazdamundi_&_OtherFactionSkaven_&_Positive
hostile	diplomacy_Faction_Mazdamundi_&_OtherFactionTombKings_&_Negative
friendly	diplomacy_Faction_Mazdamundi_&_OtherFactionTombKings_&_Positive
hostile	diplomacy_Faction_Mazdamundi_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_Mazdamundi_&_OtherFactionVamp_&_Positive
hostile	diplomacy_Faction_Mazdamundi_&_OtherFactionWoodElves_&_Negative
friendly	diplomacy_Faction_Mazdamundi_&_OtherFactionWoodElves_&_Positive
friendly	diplomacy_Faction_Mazdamundi_&_Positive
hostile	diplomacy_Faction_Morathi_&_Negative
hostile	diplomacy_Faction_Morathi_&_OtherFactionBeastmen_&_Negative
friendly	diplomacy_Faction_Morathi_&_OtherFactionBeastmen_&_Positive
hostile	diplomacy_Faction_Morathi_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_Morathi_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_Morathi_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_Morathi_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_Morathi_&_OtherFactionDarkElves_&_Negative
friendly	diplomacy_Faction_Morathi_&_OtherFactionDarkElves_&_Positive
hostile	diplomacy_Faction_Morathi_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_Morathi_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_Morathi_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_Morathi_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_Morathi_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_Morathi_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_Morathi_&_OtherFactionHighElves_&_Negative
friendly	diplomacy_Faction_Morathi_&_OtherFactionHighElves_&_Positive
hostile	diplomacy_Faction_Morathi_&_OtherFactionLizardmen_&_Negative
friendly	diplomacy_Faction_Morathi_&_OtherFactionLizardmen_&_Positive
hostile	diplomacy_Faction_Morathi_&_OtherFactionSkaven_&_Negative
friendly	diplomacy_Faction_Morathi_&_OtherFactionSkaven_&_Positive
hostile	diplomacy_Faction_Morathi_&_OtherFactionTombKings_&_Negative
friendly	diplomacy_Faction_Morathi_&_OtherFactionTombKings_&_Positive
hostile	diplomacy_Faction_Morathi_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_Morathi_&_OtherFactionVamp_&_Positive
hostile	diplomacy_Faction_Morathi_&_OtherFactionWoodElves_&_Negative
friendly	diplomacy_Faction_Morathi_&_OtherFactionWoodElves_&_Positive
friendly	diplomacy_Faction_Morathi_&_Positive
hostile	diplomacy_Faction_Queek_&_Negative
hostile	diplomacy_Faction_Queek_&_OtherFactionBeastmen_&_Negative
friendly	diplomacy_Faction_Queek_&_OtherFactionBeastmen_&_Positive
hostile	diplomacy_Faction_Queek_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_Queek_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_Queek_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_Queek_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_Queek_&_OtherFactionDarkElves_&_Negative
friendly	diplomacy_Faction_Queek_&_OtherFactionDarkElves_&_Positive
hostile	diplomacy_Faction_Queek_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_Queek_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_Queek_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_Queek_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_Queek_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_Queek_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_Queek_&_OtherFactionHighElves_&_Negative
friendly	diplomacy_Faction_Queek_&_OtherFactionHighElves_&_Positive
hostile	diplomacy_Faction_Queek_&_OtherFactionLizardmen_&_Negative
friendly	diplomacy_Faction_Queek_&_OtherFactionLizardmen_&_Positive
hostile	diplomacy_Faction_Queek_&_OtherFactionSkaven_&_Negative
friendly	diplomacy_Faction_Queek_&_OtherFactionSkaven_&_Positive
hostile	diplomacy_Faction_Queek_&_OtherFactionTombKings_&_Negative
friendly	diplomacy_Faction_Queek_&_OtherFactionTombKings_&_Positive
hostile	diplomacy_Faction_Queek_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_Queek_&_OtherFactionVamp_&_Positive
hostile	diplomacy_Faction_Queek_&_OtherFactionWoodElves_&_Negative
friendly	diplomacy_Faction_Queek_&_OtherFactionWoodElves_&_Positive
friendly	diplomacy_Faction_Queek_&_Positive
hostile	diplomacy_Faction_Sigvald_&_Negative
hostile	diplomacy_Faction_Sigvald_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_Sigvald_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_Sigvald_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_Sigvald_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_Sigvald_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_Sigvald_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_Sigvald_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_Sigvald_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_Sigvald_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_Sigvald_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_Sigvald_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_Sigvald_&_OtherFactionVamp_&_Positive
friendly	diplomacy_Faction_Sigvald_&_Positive
hostile	diplomacy_Faction_Skrolk_&_Negative
hostile	diplomacy_Faction_Skrolk_&_OtherFactionBeastmen_&_Negative
friendly	diplomacy_Faction_Skrolk_&_OtherFactionBeastmen_&_Positive
hostile	diplomacy_Faction_Skrolk_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_Skrolk_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_Skrolk_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_Skrolk_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_Skrolk_&_OtherFactionDarkElves_&_Negative
friendly	diplomacy_Faction_Skrolk_&_OtherFactionDarkElves_&_Positive
hostile	diplomacy_Faction_Skrolk_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_Skrolk_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_Skrolk_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_Skrolk_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_Skrolk_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_Skrolk_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_Skrolk_&_OtherFactionHighElves_&_Negative
friendly	diplomacy_Faction_Skrolk_&_OtherFactionHighElves_&_Positive
hostile	diplomacy_Faction_Skrolk_&_OtherFactionLizardmen_&_Negative
friendly	diplomacy_Faction_Skrolk_&_OtherFactionLizardmen_&_Positive
hostile	diplomacy_Faction_Skrolk_&_OtherFactionSkaven_&_Negative
friendly	diplomacy_Faction_Skrolk_&_OtherFactionSkaven_&_Positive
hostile	diplomacy_Faction_Skrolk_&_OtherFactionTombKings_&_Negative
friendly	diplomacy_Faction_Skrolk_&_OtherFactionTombKings_&_Positive
hostile	diplomacy_Faction_Skrolk_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_Skrolk_&_OtherFactionVamp_&_Positive
hostile	diplomacy_Faction_Skrolk_&_OtherFactionWoodElves_&_Negative
friendly	diplomacy_Faction_Skrolk_&_OtherFactionWoodElves_&_Positive
friendly	diplomacy_Faction_Skrolk_&_Positive
hostile	diplomacy_Faction_SupremeSorceress_Drackla_Coven_&_Negative
hostile	diplomacy_Faction_SupremeSorceress_Drackla_Coven_&_OtherFactionDarkElves_&_Negative
hostile	diplomacy_Faction_SupremeSorceress_Drackla_Coven_&_OtherFactionHighElves_&_Negative
hostile	diplomacy_Faction_SupremeSorceress_Drackla_Coven_&_OtherFactionLizardmen_&_Negative
hostile	diplomacy_Faction_SupremeSorceress_Drackla_Coven_&_OtherFactionSkaven_&_Negative
hostile	diplomacy_Faction_SupremeSorceress_Drackla_Coven_&_OtherFactionTombKings_&_Negative
hostile	diplomacy_Faction_SupremeSorceress_Ghrond_&_Negative
hostile	diplomacy_Faction_SupremeSorceress_Ghrond_&_OtherFactionDarkElves_&_Negative
hostile	diplomacy_Faction_SupremeSorceress_Ghrond_&_OtherFactionHighElves_&_Negative
hostile	diplomacy_Faction_SupremeSorceress_Ghrond_&_OtherFactionLizardmen_&_Negative
hostile	diplomacy_Faction_SupremeSorceress_Ghrond_&_OtherFactionSkaven_&_Negative
hostile	diplomacy_Faction_SupremeSorceress_Ghrond_&_OtherFactionTombKings_&_Negative
hostile	diplomacy_Faction_Teclis_&_Negative
hostile	diplomacy_Faction_Teclis_&_OtherFactionBeastmen_&_Negative
friendly	diplomacy_Faction_Teclis_&_OtherFactionBeastmen_&_Positive
hostile	diplomacy_Faction_Teclis_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_Teclis_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_Teclis_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_Teclis_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_Teclis_&_OtherFactionDarkElves_&_Negative
friendly	diplomacy_Faction_Teclis_&_OtherFactionDarkElves_&_Positive
hostile	diplomacy_Faction_Teclis_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_Teclis_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_Teclis_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_Teclis_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_Teclis_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_Teclis_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_Teclis_&_OtherFactionHighElves_&_Negative
friendly	diplomacy_Faction_Teclis_&_OtherFactionHighElves_&_Positive
hostile	diplomacy_Faction_Teclis_&_OtherFactionLizardmen_&_Negative
friendly	diplomacy_Faction_Teclis_&_OtherFactionLizardmen_&_Positive
hostile	diplomacy_Faction_Teclis_&_OtherFactionSkaven_&_Negative
friendly	diplomacy_Faction_Teclis_&_OtherFactionSkaven_&_Positive
hostile	diplomacy_Faction_Teclis_&_OtherFactionTombKings_&_Negative
friendly	diplomacy_Faction_Teclis_&_OtherFactionTombKings_&_Positive
hostile	diplomacy_Faction_Teclis_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_Teclis_&_OtherFactionVamp_&_Positive
hostile	diplomacy_Faction_Teclis_&_OtherFactionWoodElves_&_Negative
friendly	diplomacy_Faction_Teclis_&_OtherFactionWoodElves_&_Positive
friendly	diplomacy_Faction_Teclis_&_Positive
hostile	diplomacy_Faction_Thorgrim_&_Negative
hostile	diplomacy_Faction_Thorgrim_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_Thorgrim_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_Thorgrim_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_Thorgrim_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_Thorgrim_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_Thorgrim_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_Thorgrim_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_Thorgrim_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_Thorgrim_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_Thorgrim_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_Thorgrim_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_Thorgrim_&_OtherFactionVamp_&_Positive
friendly	diplomacy_Faction_Thorgrim_&_Positive
hostile	diplomacy_Faction_Tyrion_&_Negative
hostile	diplomacy_Faction_Tyrion_&_OtherFactionBeastmen_&_Negative
friendly	diplomacy_Faction_Tyrion_&_OtherFactionBeastmen_&_Positive
hostile	diplomacy_Faction_Tyrion_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_Tyrion_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_Tyrion_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_Tyrion_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_Tyrion_&_OtherFactionDarkElves_&_Negative
friendly	diplomacy_Faction_Tyrion_&_OtherFactionDarkElves_&_Positive
hostile	diplomacy_Faction_Tyrion_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_Tyrion_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_Tyrion_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_Tyrion_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_Tyrion_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_Tyrion_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_Tyrion_&_OtherFactionHighElves_&_Negative
friendly	diplomacy_Faction_Tyrion_&_OtherFactionHighElves_&_Positive
hostile	diplomacy_Faction_Tyrion_&_OtherFactionLizardmen_&_Negative
friendly	diplomacy_Faction_Tyrion_&_OtherFactionLizardmen_&_Positive
hostile	diplomacy_Faction_Tyrion_&_OtherFactionSkaven_&_Negative
friendly	diplomacy_Faction_Tyrion_&_OtherFactionSkaven_&_Positive
hostile	diplomacy_Faction_Tyrion_&_OtherFactionTombKings_&_Negative
friendly	diplomacy_Faction_Tyrion_&_OtherFactionTombKings_&_Positive
hostile	diplomacy_Faction_Tyrion_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_Tyrion_&_OtherFactionVamp_&_Positive
hostile	diplomacy_Faction_Tyrion_&_OtherFactionWoodElves_&_Negative
friendly	diplomacy_Faction_Tyrion_&_OtherFactionWoodElves_&_Positive
friendly	diplomacy_Faction_Tyrion_&_Positive
hostile	diplomacy_Faction_Ungrim_&_Negative
hostile	diplomacy_Faction_Ungrim_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_Ungrim_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_Ungrim_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_Ungrim_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_Ungrim_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_Ungrim_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_Ungrim_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_Ungrim_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_Ungrim_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_Ungrim_&_OtherFactionGreenskin_&_Positive
hostile	diplomacy_Faction_Ungrim_&_OtherFactionVamp_&_Negative
friendly	diplomacy_Faction_Ungrim_&_OtherFactionVamp_&_Positive
friendly	diplomacy_Faction_Ungrim_&_Positive
hostile	diplomacy_Faction_Vlad_&_Negative
hostile	diplomacy_Faction_Vlad_&_OtherFactionBretonnia_&_Negative
friendly	diplomacy_Faction_Vlad_&_OtherFactionBretonnia_&_Positive
hostile	diplomacy_Faction_Vlad_&_OtherFactionChaos_&_Negative
friendly	diplomacy_Faction_Vlad_&_OtherFactionChaos_&_Positive
hostile	diplomacy_Faction_Vlad_&_OtherFactionDwarf_&_Negative
friendly	diplomacy_Faction_Vlad_&_OtherFactionDwarf_&_Positive
hostile	diplomacy_Faction_Vlad_&_OtherFactionEmpire_&_Negative
friendly	diplomacy_Faction_Vlad_&_OtherFactionEmpire_&_Positive
hostile	diplomacy_Faction_Vlad_&_OtherFactionGreenskin_&_Negative
friendly	diplomacy_Faction_Vlad_&_OtherFactionGreenskin_&_Positive
