campaign_settlement_display_building_ids_tables	3
wh2_main_special_settlement_lothern_dwf_3	wh2_main_special_settlement_lothern_dwf_3	wh2_main_building_hef_settlement_major_3
wh2_main_special_settlement_lothern_dwf_4	wh2_main_special_settlement_lothern_dwf_4	wh2_main_building_hef_settlement_major_4
wh2_main_special_settlement_lothern_dwf_5	wh2_main_special_settlement_lothern_dwf_5	wh2_main_building_hef_settlement_major_5
wh2_main_special_settlement_lothern_dwf_ruin	wh2_main_special_settlement_lothern_dwf_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_lothern_emp_1	wh2_main_special_settlement_lothern_emp_1	wh2_main_building_hef_settlement_major_1
wh2_main_special_settlement_lothern_emp_2	wh2_main_special_settlement_lothern_emp_2	wh2_main_building_hef_settlement_major_2
wh2_main_special_settlement_lothern_emp_3	wh2_main_special_settlement_lothern_emp_3	wh2_main_building_hef_settlement_major_3
wh2_main_special_settlement_lothern_emp_4	wh2_main_special_settlement_lothern_emp_4	wh2_main_building_hef_settlement_major_4
wh2_main_special_settlement_lothern_emp_5	wh2_main_special_settlement_lothern_emp_5	wh2_main_building_hef_settlement_major_5
wh2_main_special_settlement_lothern_emp_ruin	wh2_main_special_settlement_lothern_emp_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_lothern_grn_1	wh2_main_special_settlement_lothern_grn_1	wh2_main_building_hef_settlement_major_1
wh2_main_special_settlement_lothern_grn_2	wh2_main_special_settlement_lothern_grn_2	wh2_main_building_hef_settlement_major_2
wh2_main_special_settlement_lothern_grn_3	wh2_main_special_settlement_lothern_grn_3	wh2_main_building_hef_settlement_major_3
wh2_main_special_settlement_lothern_grn_4	wh2_main_special_settlement_lothern_grn_4	wh2_main_building_hef_settlement_major_4
wh2_main_special_settlement_lothern_grn_5	wh2_main_special_settlement_lothern_grn_5	wh2_main_building_hef_settlement_major_5
wh2_main_special_settlement_lothern_grn_ruin	wh2_main_special_settlement_lothern_grn_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_lothern_lzd_1	wh2_main_special_settlement_lothern_lzd_1	wh2_main_building_hef_settlement_major_1
wh2_main_special_settlement_lothern_lzd_2	wh2_main_special_settlement_lothern_lzd_2	wh2_main_building_hef_settlement_major_2
wh2_main_special_settlement_lothern_lzd_3	wh2_main_special_settlement_lothern_lzd_3	wh2_main_building_hef_settlement_major_3
wh2_main_special_settlement_lothern_lzd_4	wh2_main_special_settlement_lothern_lzd_4	wh2_main_building_hef_settlement_major_4
wh2_main_special_settlement_lothern_lzd_5	wh2_main_special_settlement_lothern_lzd_5	wh2_main_building_hef_settlement_major_5
wh2_main_special_settlement_lothern_lzd_ruin	wh2_main_special_settlement_lothern_lzd_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_lothern_norsca_1	wh2_main_special_settlement_lothern_norsca_1	wh2_main_building_hef_settlement_major_1
wh2_main_special_settlement_lothern_norsca_2	wh2_main_special_settlement_lothern_norsca_2	wh2_main_building_hef_settlement_major_2
wh2_main_special_settlement_lothern_norsca_3	wh2_main_special_settlement_lothern_norsca_3	wh2_main_building_hef_settlement_major_3
wh2_main_special_settlement_lothern_norsca_ruin	wh2_main_special_settlement_lothern_norsca_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_lothern_ruin	wh2_main_special_settlement_lothern_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_lothern_savage_1	wh2_main_special_settlement_lothern_savage_1	wh2_main_building_hef_settlement_major_1
wh2_main_special_settlement_lothern_savage_2	wh2_main_special_settlement_lothern_savage_2	wh2_main_building_hef_settlement_major_2
wh2_main_special_settlement_lothern_savage_3	wh2_main_special_settlement_lothern_savage_3	wh2_main_building_hef_settlement_major_3
wh2_main_special_settlement_lothern_savage_ruin	wh2_main_special_settlement_lothern_savage_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_lothern_skv_1	wh2_main_special_settlement_lothern_skv_1	wh2_main_building_hef_settlement_major_1
wh2_main_special_settlement_lothern_skv_2	wh2_main_special_settlement_lothern_skv_2	wh2_main_building_hef_settlement_major_2
wh2_main_special_settlement_lothern_skv_3	wh2_main_special_settlement_lothern_skv_3	wh2_main_building_hef_settlement_major_3
wh2_main_special_settlement_lothern_skv_4	wh2_main_special_settlement_lothern_skv_4	wh2_main_building_hef_settlement_major_4
wh2_main_special_settlement_lothern_skv_5	wh2_main_special_settlement_lothern_skv_5	wh2_main_building_hef_settlement_major_5
wh2_main_special_settlement_lothern_skv_ruin	wh2_main_special_settlement_lothern_skv_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_lothern_vmp_1	wh2_main_special_settlement_lothern_vmp_1	wh2_main_building_hef_settlement_major_1
wh2_main_special_settlement_lothern_vmp_2	wh2_main_special_settlement_lothern_vmp_2	wh2_main_building_hef_settlement_major_2
wh2_main_special_settlement_lothern_vmp_3	wh2_main_special_settlement_lothern_vmp_3	wh2_main_building_hef_settlement_major_3
wh2_main_special_settlement_lothern_vmp_4	wh2_main_special_settlement_lothern_vmp_4	wh2_main_building_hef_settlement_major_4
wh2_main_special_settlement_lothern_vmp_5	wh2_main_special_settlement_lothern_vmp_5	wh2_main_building_hef_settlement_major_5
wh2_main_special_settlement_lothern_vmp_ruin	wh2_main_special_settlement_lothern_vmp_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_miragliano_cst_1	wh2_main_special_settlement_miragliano_cst_1	wh_main_building_brt_settlement_major_1
wh2_main_special_settlement_miragliano_cst_2	wh2_main_special_settlement_miragliano_cst_2	wh_main_building_brt_settlement_major_2
wh2_main_special_settlement_miragliano_cst_3	wh2_main_special_settlement_miragliano_cst_3	wh_main_building_brt_settlement_major_3
wh2_main_special_settlement_miragliano_cst_4	wh2_main_special_settlement_miragliano_cst_4	wh_main_building_brt_settlement_major_4
wh2_main_special_settlement_miragliano_cst_5	wh2_main_special_settlement_miragliano_cst_5	wh_main_building_brt_settlement_major_5
wh2_main_special_settlement_miragliano_cst_ruin	wh2_main_special_settlement_miragliano_cst_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_miragliano_def_1	wh2_main_special_settlement_miragliano_def_1	wh_main_building_brt_settlement_major_1
wh2_main_special_settlement_miragliano_def_2	wh2_main_special_settlement_miragliano_def_2	wh_main_building_brt_settlement_major_2
wh2_main_special_settlement_miragliano_def_3	wh2_main_special_settlement_miragliano_def_3	wh_main_building_brt_settlement_major_3
wh2_main_special_settlement_miragliano_def_4	wh2_main_special_settlement_miragliano_def_4	wh_main_building_brt_settlement_major_4
wh2_main_special_settlement_miragliano_def_5	wh2_main_special_settlement_miragliano_def_5	wh_main_building_brt_settlement_major_5
wh2_main_special_settlement_miragliano_def_ruin	wh2_main_special_settlement_miragliano_def_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_miragliano_dwf_1	wh2_main_special_settlement_miragliano_dwf_1	wh_main_building_brt_settlement_major_1
wh2_main_special_settlement_miragliano_dwf_2	wh2_main_special_settlement_miragliano_dwf_2	wh_main_building_brt_settlement_major_2
wh2_main_special_settlement_miragliano_dwf_3	wh2_main_special_settlement_miragliano_dwf_3	wh_main_building_brt_settlement_major_3
wh2_main_special_settlement_miragliano_dwf_4	wh2_main_special_settlement_miragliano_dwf_4	wh_main_building_brt_settlement_major_4
wh2_main_special_settlement_miragliano_dwf_5	wh2_main_special_settlement_miragliano_dwf_5	wh_main_building_brt_settlement_major_5
wh2_main_special_settlement_miragliano_dwf_ruin	wh2_main_special_settlement_miragliano_dwf_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_miragliano_grn_1	wh2_main_special_settlement_miragliano_grn_1	wh_main_building_brt_settlement_major_1
wh2_main_special_settlement_miragliano_grn_2	wh2_main_special_settlement_miragliano_grn_2	wh_main_building_brt_settlement_major_2
wh2_main_special_settlement_miragliano_grn_3	wh2_main_special_settlement_miragliano_grn_3	wh_main_building_brt_settlement_major_3
wh2_main_special_settlement_miragliano_grn_4	wh2_main_special_settlement_miragliano_grn_4	wh_main_building_brt_settlement_major_4
wh2_main_special_settlement_miragliano_grn_5	wh2_main_special_settlement_miragliano_grn_5	wh_main_building_brt_settlement_major_5
wh2_main_special_settlement_miragliano_grn_ruin	wh2_main_special_settlement_miragliano_grn_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_miragliano_hef_1	wh2_main_special_settlement_miragliano_hef_1	wh_main_building_brt_settlement_major_1
wh2_main_special_settlement_miragliano_hef_2	wh2_main_special_settlement_miragliano_hef_2	wh_main_building_brt_settlement_major_2
wh2_main_special_settlement_miragliano_hef_3	wh2_main_special_settlement_miragliano_hef_3	wh_main_building_brt_settlement_major_3
wh2_main_special_settlement_miragliano_hef_4	wh2_main_special_settlement_miragliano_hef_4	wh_main_building_brt_settlement_major_4
wh2_main_special_settlement_miragliano_hef_5	wh2_main_special_settlement_miragliano_hef_5	wh_main_building_brt_settlement_major_5
wh2_main_special_settlement_miragliano_hef_ruin	wh2_main_special_settlement_miragliano_hef_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_miragliano_lzd_1	wh2_main_special_settlement_miragliano_lzd_1	wh_main_building_brt_settlement_major_1
wh2_main_special_settlement_miragliano_lzd_2	wh2_main_special_settlement_miragliano_lzd_2	wh_main_building_brt_settlement_major_2
wh2_main_special_settlement_miragliano_lzd_3	wh2_main_special_settlement_miragliano_lzd_3	wh_main_building_brt_settlement_major_3
wh2_main_special_settlement_miragliano_lzd_4	wh2_main_special_settlement_miragliano_lzd_4	wh_main_building_brt_settlement_major_4
wh2_main_special_settlement_miragliano_lzd_5	wh2_main_special_settlement_miragliano_lzd_5	wh_main_building_brt_settlement_major_5
wh2_main_special_settlement_miragliano_lzd_ruin	wh2_main_special_settlement_miragliano_lzd_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_miragliano_norsca_1	wh2_main_special_settlement_miragliano_norsca_1	wh_main_building_brt_settlement_major_1
wh2_main_special_settlement_miragliano_norsca_2	wh2_main_special_settlement_miragliano_norsca_2	wh_main_building_brt_settlement_major_2
wh2_main_special_settlement_miragliano_norsca_3	wh2_main_special_settlement_miragliano_norsca_3	wh_main_building_brt_settlement_major_3
wh2_main_special_settlement_miragliano_norsca_ruin	wh2_main_special_settlement_miragliano_norsca_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_miragliano_other_1	wh2_main_special_settlement_miragliano_other_1	wh_main_building_brt_settlement_major_1
wh2_main_special_settlement_miragliano_other_2	wh2_main_special_settlement_miragliano_other_2	wh_main_building_brt_settlement_major_2
wh2_main_special_settlement_miragliano_other_3	wh2_main_special_settlement_miragliano_other_3	wh_main_building_brt_settlement_major_3
wh2_main_special_settlement_miragliano_other_4	wh2_main_special_settlement_miragliano_other_4	wh_main_building_brt_settlement_major_4
wh2_main_special_settlement_miragliano_other_5	wh2_main_special_settlement_miragliano_other_5	wh_main_building_brt_settlement_major_5
wh2_main_special_settlement_miragliano_other_ruin	wh2_main_special_settlement_miragliano_other_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_miragliano_savage_1	wh2_main_special_settlement_miragliano_savage_1	wh_main_building_brt_settlement_major_1
wh2_main_special_settlement_miragliano_savage_2	wh2_main_special_settlement_miragliano_savage_2	wh_main_building_brt_settlement_major_2
wh2_main_special_settlement_miragliano_savage_3	wh2_main_special_settlement_miragliano_savage_3	wh_main_building_brt_settlement_major_3
wh2_main_special_settlement_miragliano_savage_ruin	wh2_main_special_settlement_miragliano_savage_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_miragliano_skv_1	wh2_main_special_settlement_miragliano_skv_1	wh_main_building_brt_settlement_major_1
wh2_main_special_settlement_miragliano_skv_2	wh2_main_special_settlement_miragliano_skv_2	wh_main_building_brt_settlement_major_2
wh2_main_special_settlement_miragliano_skv_3	wh2_main_special_settlement_miragliano_skv_3	wh_main_building_brt_settlement_major_3
wh2_main_special_settlement_miragliano_skv_4	wh2_main_special_settlement_miragliano_skv_4	wh_main_building_brt_settlement_major_4
wh2_main_special_settlement_miragliano_skv_5	wh2_main_special_settlement_miragliano_skv_5	wh_main_building_brt_settlement_major_5
wh2_main_special_settlement_miragliano_skv_ruin	wh2_main_special_settlement_miragliano_skv_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_naggarond_brt_1	wh2_main_special_settlement_naggarond_brt_1	wh2_main_building_def_settlement_major_1
wh2_main_special_settlement_naggarond_brt_2	wh2_main_special_settlement_naggarond_brt_2	wh2_main_building_def_settlement_major_2
wh2_main_special_settlement_naggarond_brt_3	wh2_main_special_settlement_naggarond_brt_3	wh2_main_building_def_settlement_major_3
wh2_main_special_settlement_naggarond_brt_4	wh2_main_special_settlement_naggarond_brt_4	wh2_main_building_def_settlement_major_4
wh2_main_special_settlement_naggarond_brt_5	wh2_main_special_settlement_naggarond_brt_5	wh2_main_building_def_settlement_major_5
wh2_main_special_settlement_naggarond_brt_ruin	wh2_main_special_settlement_naggarond_brt_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_naggarond_cst_1	wh2_main_special_settlement_naggarond_cst_1	wh2_main_building_def_settlement_major_1
wh2_main_special_settlement_naggarond_cst_2	wh2_main_special_settlement_naggarond_cst_2	wh2_main_building_def_settlement_major_2
wh2_main_special_settlement_naggarond_cst_3	wh2_main_special_settlement_naggarond_cst_3	wh2_main_building_def_settlement_major_3
wh2_main_special_settlement_naggarond_cst_4	wh2_main_special_settlement_naggarond_cst_4	wh2_main_building_def_settlement_major_4
wh2_main_special_settlement_naggarond_cst_5	wh2_main_special_settlement_naggarond_cst_5	wh2_main_building_def_settlement_major_5
wh2_main_special_settlement_naggarond_cst_ruin	wh2_main_special_settlement_naggarond_cst_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_naggarond_dwf_1	wh2_main_special_settlement_naggarond_dwf_1	wh2_main_building_def_settlement_major_1
wh2_main_special_settlement_naggarond_dwf_2	wh2_main_special_settlement_naggarond_dwf_2	wh2_main_building_def_settlement_major_2
wh2_main_special_settlement_naggarond_dwf_3	wh2_main_special_settlement_naggarond_dwf_3	wh2_main_building_def_settlement_major_3
wh2_main_special_settlement_naggarond_dwf_4	wh2_main_special_settlement_naggarond_dwf_4	wh2_main_building_def_settlement_major_4
wh2_main_special_settlement_naggarond_dwf_5	wh2_main_special_settlement_naggarond_dwf_5	wh2_main_building_def_settlement_major_5
wh2_main_special_settlement_naggarond_dwf_ruin	wh2_main_special_settlement_naggarond_dwf_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_naggarond_emp_1	wh2_main_special_settlement_naggarond_emp_1	wh2_main_building_def_settlement_major_1
wh2_main_special_settlement_naggarond_emp_2	wh2_main_special_settlement_naggarond_emp_2	wh2_main_building_def_settlement_major_2
wh2_main_special_settlement_naggarond_emp_3	wh2_main_special_settlement_naggarond_emp_3	wh2_main_building_def_settlement_major_3
wh2_main_special_settlement_naggarond_emp_4	wh2_main_special_settlement_naggarond_emp_4	wh2_main_building_def_settlement_major_4
wh2_main_special_settlement_naggarond_emp_5	wh2_main_special_settlement_naggarond_emp_5	wh2_main_building_def_settlement_major_5
wh2_main_special_settlement_naggarond_emp_ruin	wh2_main_special_settlement_naggarond_emp_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_naggarond_grn_1	wh2_main_special_settlement_naggarond_grn_1	wh2_main_building_def_settlement_major_1
wh2_main_special_settlement_naggarond_grn_2	wh2_main_special_settlement_naggarond_grn_2	wh2_main_building_def_settlement_major_2
wh2_main_special_settlement_naggarond_grn_3	wh2_main_special_settlement_naggarond_grn_3	wh2_main_building_def_settlement_major_3
wh2_main_special_settlement_naggarond_grn_4	wh2_main_special_settlement_naggarond_grn_4	wh2_main_building_def_settlement_major_4
wh2_main_special_settlement_naggarond_grn_5	wh2_main_special_settlement_naggarond_grn_5	wh2_main_building_def_settlement_major_5
wh2_main_special_settlement_naggarond_grn_ruin	wh2_main_special_settlement_naggarond_grn_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_naggarond_lzd_1	wh2_main_special_settlement_naggarond_lzd_1	wh2_main_building_def_settlement_major_1
wh2_main_special_settlement_naggarond_lzd_2	wh2_main_special_settlement_naggarond_lzd_2	wh2_main_building_def_settlement_major_2
wh2_main_special_settlement_naggarond_lzd_3	wh2_main_special_settlement_naggarond_lzd_3	wh2_main_building_def_settlement_major_3
wh2_main_special_settlement_naggarond_lzd_4	wh2_main_special_settlement_naggarond_lzd_4	wh2_main_building_def_settlement_major_4
wh2_main_special_settlement_naggarond_lzd_5	wh2_main_special_settlement_naggarond_lzd_5	wh2_main_building_def_settlement_major_5
wh2_main_special_settlement_naggarond_lzd_ruin	wh2_main_special_settlement_naggarond_lzd_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_naggarond_norsca_1	wh2_main_special_settlement_naggarond_norsca_1	wh2_main_building_def_settlement_major_1
wh2_main_special_settlement_naggarond_norsca_2	wh2_main_special_settlement_naggarond_norsca_2	wh2_main_building_def_settlement_major_2
wh2_main_special_settlement_naggarond_norsca_3	wh2_main_special_settlement_naggarond_norsca_3	wh2_main_building_def_settlement_major_3
wh2_main_special_settlement_naggarond_norsca_ruin	wh2_main_special_settlement_naggarond_norsca_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_naggarond_savage_1	wh2_main_special_settlement_naggarond_savage_1	wh2_main_building_def_settlement_major_1
wh2_main_special_settlement_naggarond_savage_2	wh2_main_special_settlement_naggarond_savage_2	wh2_main_building_def_settlement_major_2
wh2_main_special_settlement_naggarond_savage_3	wh2_main_special_settlement_naggarond_savage_3	wh2_main_building_def_settlement_major_3
wh2_main_special_settlement_naggarond_savage_ruin	wh2_main_special_settlement_naggarond_savage_ruin	wh_main_building_human_ruin
